632,20210105_yee_Wish_2004.mp4_output001,annotation
631,20210105_yee_Vitara_2017.mp4_output001,annotation
630,20210105_yee_Solio_2002.mp4_output001,annotation
629,20210105_yee_S-Class_1999.mp4_output001,annotation
628,20210105_yee_RX_2003.mp4_output001,annotation
627,20210105_yee_Rav4_2013.mp4_output001,annotation
626,20210105_yee_Previa_2006.mp4_output001,annotation
625,20210105_yee_Mondeo_2015.mp4_output001,annotation
624,20210105_yee_Lancer_Fortis_2007.mp4_output001,annotation
623,20210105_yee_Kuga_2017.mp4_output001,annotation
622,20210105_yee_IS_2013.mp4_output001,annotation
621,20210105_yee_Fiesta_2014.mp4_output001,annotation
620,20210105_yee_Cx5_2018.mp4_output001,annotation
619,20210105_yee_Ct200_2011.mp4_output001,annotation
618,20210105_yee_CRV_2013.mp4_output001,annotation
617,20210105_yee_Camry_2002.mp4_output001,annotation
616,20210105_yee_Altis_2007.mp4_output001,annotation
615,20210105_yee_3-Series-Touring_2013.mp4_output001,annotation
614,20210105_su_Yairs_2018.mp4_output001,annotation
613,20210105_su_X-trail_2002.mp4_output001,annotation
612,20210105_su_XC40_2019.mp4_output001,annotation
611,20210105_su_Sienna_2014.mp4_output001,annotation
610,20210105_su_Savrin_2004.mp4_output001,annotation
609,20210105_su_Rav4_2006.mp4_output001,annotation
608,20210105_su_Mazda5_2012.mp4_output001,annotation
607,20210105_su_Mazda3_5D_2015.mp4_output001,annotation
606,20210105_su_Matrix_2003.mp4_output001,annotation
605,20210105_su_Focus_5D_2012.mp4_output001,annotation
604,20210105_su_Focus_5D_2004.mp4_output001,annotation
603,20210105_su_ES_2013.mp4_output001,annotation
602,20210105_su_Cx3_2016.mp4_output001,annotation
601,20210105_su_CRV_2007.mp4_output001,annotation
600,20210105_su_CorollaSport_2019.mp4_output001,annotation
599,20210105_su_C-Class_2014.mp4_output001,annotation
598,20210105_su_Caddy_2011.mp4_output001,annotation
597,20210105_red_X-trail_2015.mp4_output001,annotation
596,20210105_red_XC60_2008.mp4_output001,annotation
595,20210105_red_U6_2014.mp4_output001,annotation
594,20210105_red_Tiida_2006.mp4_output001,annotation
593,20210105_red_Tercel_1995.mp4_output001,annotation
592,20210105_red_Rav4_2019.mp4_output001,annotation
591,20210105_red_Qx50_2018.mp4_output001,annotation
590,20210105_red_Nx_2014.mp4_output001,annotation
589,20210105_red_Mazda3_4D_2004.mp4_output001,annotation
588,20210105_red_Impreza_5D_2017.mp4_output001,annotation
587,20210105_red_FIT_2011.mp4_output001,annotation
586,20210105_red_Escape_2006.mp4_output001,annotation
585,20210105_red_Civic_2012.mp4_output001,annotation
584,20210105_red_City_2014.mp4_output001,annotation
583,20210105_red_CHR_2017.mp4_output001,annotation
582,20210105_red_Cayenne_2010.mp4_output001,annotation
581,20210105_red_Altis_2019.mp4_output001,annotation
580,20210105_red_Altis_2014.mp4_output001,annotation
579,20210105_nan_X3_2010.mp4_output001,annotation
578,20210105_nan_Vios_2014.mp4_output001,annotation
577,20210105_nan_Tiida_2017.mp4_output001,annotation
576,20210105_nan_Swift_2011.mp4_output001,annotation
575,20210105_nan_Sienta_2017.mp4_output001,annotation
574,20210105_nan_Q3_2012.mp4_output001,annotation
573,20210105_nan_Outlander_2017.mp4_output001,annotation
572,20210105_nan_outback_2014.mp4_output001,annotation
571,20210105_nan_Mazda5_2005.mp4_output001,annotation
570,20210105_nan_Juke_2014.mp4_output001,annotation
569,20210105_nan_HRV_2017.mp4_output001,annotation
568,20210105_nan_Forester_2016.mp4_output001,annotation
567,20210105_nan_ES_2007.mp4_output001,annotation
566,20210105_nan_Corolla_1987.mp4_output001,annotation
565,20210105_nan_ColtPlus_2007.mp4_output001,annotation
564,20210105_nan_Camry_2012.mp4_output001,annotation
563,20210105_nan_Camry_2006.mp4_output001,annotation
562,20210105_nan_Altis_2010.mp4_output001,annotation
561,20210105_connie_Zinger_2016.mp4_output001,annotation
560,20210105_connie_Yairs_2015.mp4_output001,annotation
559,20210105_connie_Wish_2010.mp4_output001,annotation
558,20210105_connie_Tribute_2001.mp4_output001,annotation
557,20210105_connie_Mondeo_Metrostar_2000.mp4_output001,annotation
556,20210105_connie_Livina_2007.mp4_output001,annotation
555,20210105_connie_innova_2004.mp4_output001,annotation
554,20210105_connie_GLC_Coupe_2017.mp4_output001,annotation
553,20210105_connie_FIT_2008.mp4_output001,annotation
552,20210105_connie_Cx5_2013.mp4_output001,annotation
551,20210105_connie_CRV_2003.mp4_output001,annotation
550,20210105_connie_ColtPlus_2017.mp4_output001,annotation
549,20210105_connie_Cla_2013.mp4_output001,annotation
548,20210105_connie_Carens_2015.mp4_output001,annotation
547,20210105_connie_Altis_2006.mp4_output001,annotation
546,20210105_connie_7-Series_2009.mp4_output001,annotation
545,20210105_connie_2-Series-Tourer_2015.mp4_output001,annotation
544,connie_GLC_Coupe_2017.mp4_output001,annotation
543,connie_FIT_2008.mp4_output001,annotation
517,1209_cockroach,completed
515,1209_rat,completed
514,1209_spider,completed
512,1208_rat,completed
511,1208_spider,completed
510,1208_cockroach,completed
507,dm1204_watch,completed
506,dm1204_wallet,completed
505,dm1204_sweater,completed
504,dm1204_sneakers,completed
503,dm1204_ring,completed
502,dm1204_gloves,completed
501,dm1204_boots,completed
500,dm1204_bag,completed
499,dm1204_backpack,completed
498,ld1203_wechat,completed
497,ld1203_twitter,completed
496,ld1203_tiktok,completed
495,ld1203_facebook,completed
488,ld1203_ar,completed
487,ld1203_au,completed
486,ld1203_br,completed
485,ld1203_ca,completed
484,ld1203_cz,completed
483,ld1203_de,completed
482,ld1203_fr,completed
481,ld1203_id,completed
480,ld1203_in,completed
479,ld1203_it,completed
478,ld1203_jp,completed
477,ld1203_kr,completed
476,ld1203_mx,completed
475,ld1203_nl,completed
474,ld1203_nz,completed
473,ld1203_tr,completed
472,ld1203_tw,completed
471,ld1203_uk,completed
470,ld1203_usb,completed
469,ld1203_ust,completed
460,ld1203_google,completed
452,ld1202_it,completed
451,ld1202_cz,completed
450,ld1202_nl,completed
449,ld1202_nz,completed
448,ld1202_au,completed
447,ld1202_ar,completed
446,ld1202_tr,completed
445,ld1202_uk,completed
444,ld1202_tw,completed
443,ld1202_mx,completed
442,ld1202_kr,completed
441,ld1202_jp,completed
440,ld1202_in,completed
439,ld1202_id,completed
438,ld1202_fr,completed
437,ld1202_de,completed
436,ld1202_ca,completed
435,ld1202_br,completed
434,ld1202_ust,completed
433,ld1202_usb,completed
412,logo_wechat,completed
411,logo_tictok,completed
409,logo_google,completed
408,logo_twitter,completed
407,logo_facebook,completed
406,UST_1130_01,completed
405,USB_1130_01,completed
404,UK_1130_01,completed
403,TW_1130_01,completed
402,TR_1130_01,completed
401,NZ_1130_01,completed
400,NL_1130_01,completed
399,MX_1130_01,completed
398,KR_1130_01,completed
397,JP_1130_01,completed
396,IT_1130_01,completed
395,IN_1130_01,completed
394,ID_1130_01,completed
393,FR_1130_01,completed
392,DE_1130_01,completed
391,CZ_1130_01,completed
390,CA_1130_01,completed
389,BR_1130_01,completed
388,AU_1130_01,completed
387,AR_1130_01,completed
386,cn_1130_flag_3,completed
385,cn_1130_flag_2,completed
384,cn_1130_flag_1,completed
383,tfrecord_valid_2,completed
382,tfrecord_valid_1,completed
381,tfrecord_train_7,completed
380,tfrecord_train_6,completed
379,tfrecord_train_5,completed
378,tfrecord_train_4,completed
377,tfrecord_train_3,completed
376,tfrecord_train_2,completed
375,tfrecord_train_1,completed
362,cn_1124_flag_1,completed
361,cn_1124_xi_1,completed
360,lp_3_2,completed
359,lp_3_1,completed
354,lp_2,completed
353,lp_1,completed
348,cn_1123_xi_2,completed
347,cn_1123_xi_1,completed
346,cn_1123_flag_2,completed
345,cn_1123_flag_1,completed
344,lp_1122-03,completed
343,lp_1122-02,completed
342,lp_1122-1,completed
341,lp_1119_9,completed
340,lp_1119_8,completed
339,lp_1119_7,completed
338,lp_1119_6,completed
337,lp_1119_5,completed
336,lp_1119_4,completed
335,lp_1119_3,completed
334,lp_1119_2,completed
333,lp_1119_1,completed
331,roach,completed
330,Turkey,completed
329,Mexico,completed
328,Indonesia,completed
327,US_Biden,completed
326,UnitedKingdom,completed
325,India,completed
324,Taiwan,completed
323,Korea,completed
322,Brazil,completed
321,Germany,completed
320,France,completed
319,Japan,completed
318,China,completed
317,Canada,completed
316,US_rump,completed
315,lp_1112_2,completed
314,lp_1112_1,completed
313,lp_1110_2,completed
312,lp_1110_1,completed
301,lp_1104,completed
300,lp_1103,completed
299,lp_1102,completed
298,lp_1101,completed
297,lp_1031,completed
296,lp_1030,completed
295,lp_1029,completed
292,lp_1028,completed
291,lp_1026_2,completed
290,lp_1027,completed
289,lp_1026,completed
288,lp_1025,completed
287,lp_1024,completed
281,connie_2-Series-Tourer_2015.mp4_output001,annotation
277,nan_X3_2010.mp4_output001,annotation
276,nan_outback_2014.mp4_output001,annotation
275,nan_Vios_2014.mp4_output001,annotation
274,nan_Tiida_2017.mp4_output001,annotation
273,nan_Swift_2011.mp4_output001,annotation
272,yee_Wish_2004.mp4_output001,annotation
271,su_Yairs_2018.mp4_output001,annotation
270,yee_Vitara_2017.mp4_output001,annotation
269,nan_Sienta_2017.mp4_output001,annotation
268,su_XC40_2019.mp4_output001,annotation
267,yee_Solio_2002.mp4_output001,annotation
266,yee_RX_2003.mp4_output001,annotation
265,yee_S-Class_1999.mp4_output001,annotation
264,su_X-trail_2002.mp4_output001,annotation
262,nan_Q3_2012.mp4_output001,annotation
261,su_Sienna_2014.mp4_output001,annotation
260,connie_innova_2004.mp4_output001,annotation
259,yee_Rav4_2013.mp4_output001,annotation
258,su_Savrin_2004.mp4_output001,annotation
257,nan_Outlander_2017.mp4_output001,annotation
256,connie_Zinger_2016.mp4_output001,annotation
254,yee_Previa_2006.mp4_output001,annotation
253,su_Rav4_2006.mp4_output001,annotation
252,yee_Mondeo_2015.mp4_output001,annotation
251,su_Mazda5_2012.mp4_output001,annotation
250,nan_Mazda5_2005.mp4_output001,annotation
249,connie_Yairs_2015.mp4_output001,annotation
248,yee_Lancer_Fortis_2007.mp4_output001,annotation
247,su_Mazda3_5D_2015.mp4_output001,annotation
246,yee_Kuga_2017.mp4_output001,annotation
244,nan_Juke_2014.mp4_output001,annotation
243,connie_Wish_2010.mp4_output001,annotation
242,yee_IS_2013.mp4_output001,annotation
241,su_Matrix_2003.mp4_output001,annotation
240,connie_Tribute_2001.mp4_output001,annotation
239,yee_Fiesta_2014.mp4_output001,annotation
238,su_Focus_5D_2012.mp4_output001,annotation
237,nan_HRV_2017.mp4_output001,annotation
236,connie_Mondeo_Metrostar_2000.mp4_output001,annotation
235,red_X-trail_2015.mp4_output001,annotation
234,red_XC60_2008.mp4_output001,annotation
233,red_U6_2014.mp4_output001,annotation
232,red_Tiida_2006.mp4_output001,annotation
231,red_Tercel_1995.mp4_output001,annotation
230,red_Rav4_2019.mp4_output001,annotation
229,red_Qx50_2018.mp4_output001,annotation
228,red_Nx_2014.mp4_output001,annotation
227,su_Focus_5D_2004.mp4_output001,annotation
226,red_Mazda3_4D_2004.mp4_output001,annotation
225,red_Impreza_5D_2017.mp4_output001,annotation
224,red_FIT_2011.mp4_output001,annotation
223,red_Escape_2006.mp4_output001,annotation
222,yee_Cx5_2018.mp4_output001,annotation
221,red_Civic_2012.mp4_output001,annotation
220,red_City_2014.mp4_output001,annotation
219,nan_Forester_2016.mp4_output001,annotation
217,red_Cayenne_2010.mp4_output001,annotation
214,connie_Livina_2007.mp4_output001,annotation
213,su_ES_2013.mp4_output001,annotation
212,yee_Ct200_2011.mp4_output001,annotation
210,nan_ES_2007.mp4_output001,annotation
209,connie_GLC_Coupe_2017.mp4_output001,annotation
208,su_Caddy_2011.mp4_output001,annotation
207,yee_CRV_2013.mp4_output001,annotation
206,nan_Corolla_1987.mp4_output001,annotation
205,su_Cx3_2016.mp4_output001,annotation
204,connie_FIT_2008.mp4_output001,annotation
203,yee_Camry_2002.mp4_output001,annotation
202,su_CorollaSport_2019.mp4_output001,annotation
201,red_CHR_2017.mp4_output001,annotation
200,nan_ColtPlus_2007.mp4_output001,annotation
199,connie_Cx5_2013.mp4_output001,annotation
197,yee_Altis_2007.mp4_output001,annotation
196,connie_ColtPlus_2017.mp4_output001,annotation
195,nan_Camry_2012.mp4_output001,annotation
194,red_Altis_2019.mp4_output001,annotation
193,su_CRV_2007.mp4_output001,annotation
192,connie_Cla_2013.mp4_output001,annotation
191,yee_3-Series-Touring_2013.mp4_output001,annotation
190,connie_Carens_2015.mp4_output001,annotation
189,nan_Camry_2006.mp4_output001,annotation
188,su_C-Class_2014.mp4_output001,annotation
187,connie_CRV_2003.mp4_output001,annotation
186,nan_Altis_2010.mp4_output001,annotation
185,connie_Altis_2006.mp4_output001,annotation
184,red_Altis_2014.mp4_output001,annotation
183,connie_7-Series_2009.mp4_output001,annotation
114,connie_2series2015-000,annotation
113,su-focus5D_2012_000,annotation
112,nan_x32012_000,annotation
111,nan_vios2014_000,annotation
110,nan_tiida2017_000,annotation
109,nan_swfit2011_000,annotation
108,nan_sienta2017_000,annotation
107,nan_q32012_000,annotation
106,nan_outlander2017_000,annotation
105,nan_outback2014_000,annotation
104,nan_mazda52005_000,annotation
103,connie_zinger2016-000,annotation
102,nan_juke2014_000,annotation
101,nan_camry2012_000,annotation
100,nan_hrv2017_000,annotation
99,nan_forester2016_000,annotation
98,connie_yaris2015-000,annotation
97,nan_es2007_000,annotation
96,su-yaris_2018_000,annotation
95,nan_corolla1987_000,annotation
94,connie_wish2010-000,annotation
93,su-xtrail_2002_000,annotation
92,connie_tribute2001-000,annotation
91,su-xc40_2019_000,annotation
90,connie_mondeo2000-000,annotation
89,yee-wish2004-000,annotation
88,su-sienna_2004_000,annotation
87,yee-vitara2017-000,annotation
86,connie_livina2007-000,annotation
85,su-savrin_2004_000,annotation
84,connie_innova2004-000,annotation
83,yee-solio2002-000,annotation
82,su-rav4_2006_000,annotation
81,connie_glc2017-000,annotation
80,yee-s1999-000,annotation
79,red_xtrail2015-000,annotation
78,su-mazda5_2012_000,annotation
77,connie_fit2008-000,annotation
76,nan_coltplus2007_000,annotation
75,yee-rx2003-000,annotation
74,connie_cx5_2013-000,annotation
73,red_xc602008-000,annotation
72,su-mazda3_5d_2015_000,annotation
71,yee-rav42013-000,annotation
70,connie_crv2003-000,annotation
69,red_u62014-000,annotation
68,yee-previa2006-000,annotation
67,red_tii2006-000,annotation
66,connie_coltplus2017-000,annotation
65,su-matrix_2003_000,annotation
64,red_tercel1995-000,annotation
63,yee-modeo2015-000,annotation
62,red_rav2019-000,annotation
61,connie_cla2013-000,annotation
59,red_qx2018-000,annotation
58,yee-lancer2007-000,annotation
57,su-focus5d_2004_000,annotation
56,yee-kuga2017-000,annotation
55,connie_carens2015-000,annotation
54,red_nx2014-000,annotation
53,su-es_2013_000,annotation
52,yee-is2013-000,annotation
51,red_ma32004-000,annotation
50,connie_altis2006-000,annotation
49,red_imp2017-000,annotation
48,yee-fiesta2014-000,annotation
47,red_fit2011-000,annotation
46,su-cx3_2016_000,annotation
45,connie_7series-000,annotation
44,red_escape2006-000,annotation
42,su-crv_2007_000,annotation
41,yee-cx52018-000,annotation
40,red_civic2012-000,annotation
36,yee-ct2011-000,annotation
33,su-corollasport_2019_000,annotation
32,red_city2014-000,annotation
31,yee-crv2013-000,annotation
30,nan_camry2006_000,annotation
29,red_chr2017-000,annotation
28,red_cay_2010-000,annotation
27,yee-camry2002-000,annotation
26,su-cclass_2014_000,annotation
25,red_alt_2019-000,annotation
23,yee-altis2007-000,annotation
22,su-caddy_2011_000,annotation
21,yee-3t-000,annotation
19,nan_altis2010_000,annotation
18,red_alt_2014-000,annotation
9,num_5(red),annotation
8,num_4(su),annotation
7,num_3(nan),annotation
6,num_2(connie),annotation
5,num_1(yee),annotation
